Category	Subcategory	Subsystem	Role	Features
Miscellaneous	Plant-Prokaryote DOE project	Single-Rhodanese-domain proteins	Rhodanese domain protein UPF0176	fig|6666666.707976.peg.5182
Miscellaneous	Miscellaneous - no subcategory	Phosphoglycerate mutase protein family	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	fig|6666666.707976.peg.2496
Miscellaneous	Miscellaneous - no subcategory	Phosphoglycerate mutase protein family	Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase (EC 3.6.1.-)	fig|6666666.707976.peg.5386
Miscellaneous	Miscellaneous - no subcategory	Phosphoglycerate mutase protein family	Carboxyl-terminal protease (EC 3.4.21.102)	fig|6666666.707976.peg.4358
Miscellaneous	Miscellaneous - no subcategory	Phosphoglycerate mutase protein family	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	fig|6666666.707976.peg.5920
Miscellaneous	Miscellaneous - no subcategory	Phosphoglycerate mutase protein family	Putative periplasmic protein YibQ, distant homology with nucleoside diphosphatase and polysaccharide deacetylase	fig|6666666.707976.peg.4359
Miscellaneous	Miscellaneous - no subcategory	Dioxygenases (EC 1.14.12.-)	Benzoate 1,2-dioxygenase alpha subunit (EC 1.14.12.10)	fig|6666666.707976.peg.3978
Miscellaneous	Miscellaneous - no subcategory	Dioxygenases (EC 1.14.12.-)	2-chlorobenzoate 1,2-dioxygenase reductase component	fig|6666666.707976.peg.3980
Miscellaneous	Miscellaneous - no subcategory	Dioxygenases (EC 1.14.12.-)	Benzoate 1,2-dioxygenase beta subunit (EC 1.14.12.10)	fig|6666666.707976.peg.3979
Miscellaneous	Miscellaneous - no subcategory	DedA family of inner membrane proteins	DedA protein	fig|6666666.707976.peg.4716, fig|6666666.707976.peg.4734
Miscellaneous	Miscellaneous - no subcategory	Muconate lactonizing enzyme family	Muconate cycloisomerase (EC 5.5.1.1)	fig|6666666.707976.peg.3903
Miscellaneous	Miscellaneous - no subcategory	Muconate lactonizing enzyme family	Galactonate dehydratase (EC 4.2.1.6)	fig|6666666.707976.peg.2813
Miscellaneous	Miscellaneous - no subcategory	Aromatic dioxygenase mess	Benzoate 1,2-dioxygenase alpha subunit (EC 1.14.12.10)	fig|6666666.707976.peg.3978
Miscellaneous	Miscellaneous - no subcategory	Aromatic dioxygenase mess	2-chlorobenzoate 1,2-dioxygenase reductase component	fig|6666666.707976.peg.3980
Miscellaneous	Miscellaneous - no subcategory	Aromatic dioxygenase mess	Protocatechuate 4,5-dioxygenase beta chain (EC 1.13.11.8)	fig|6666666.707976.peg.2612
Miscellaneous	Miscellaneous - no subcategory	Aromatic dioxygenase mess	Benzoate 1,2-dioxygenase beta subunit (EC 1.14.12.10)	fig|6666666.707976.peg.3979
Miscellaneous	Miscellaneous - no subcategory	Bacillus subtilis scratch - gjo	Ku domain protein	fig|6666666.707976.peg.2328
Miscellaneous	Miscellaneous - no subcategory	Bacillus subtilis scratch - gjo	ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD	fig|6666666.707976.peg.716, fig|6666666.707976.peg.717
Miscellaneous	Miscellaneous - no subcategory	Dioxygenases (EC 1.13.11.-)	Protocatechuate 4,5-dioxygenase beta chain (EC 1.13.11.8)	fig|6666666.707976.peg.2612
Miscellaneous	Miscellaneous - no subcategory	Broadly distributed proteins not in subsystems	YpfJ protein, zinc metalloprotease superfamily	fig|6666666.707976.peg.2852
Miscellaneous	Miscellaneous - no subcategory	Broadly distributed proteins not in subsystems	YrbA protein	fig|6666666.707976.peg.1165
Miscellaneous	Miscellaneous - no subcategory	Broadly distributed proteins not in subsystems	UPF0225 protein YchJ	fig|6666666.707976.peg.1921
Miscellaneous	Miscellaneous - no subcategory	Broadly distributed proteins not in subsystems	UPF0028 protein YchK	fig|6666666.707976.peg.5125
Miscellaneous	Miscellaneous - no subcategory	Broadly distributed proteins not in subsystems	YciL protein	fig|6666666.707976.peg.1025
Miscellaneous	Miscellaneous - no subcategory	Broadly distributed proteins not in subsystems	FIG002473: Protein YcaR in KDO2-Lipid A biosynthesis cluster	fig|6666666.707976.peg.2739
Miscellaneous	Miscellaneous - no subcategory	Broadly distributed proteins not in subsystems	FIG001943: hypothetical protein YajQ	fig|6666666.707976.peg.2055
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage tail proteins	Phage tail tube protein	fig|6666666.707976.peg.1856
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage tail proteins	Phage tail/DNA circulation protein	fig|6666666.707976.peg.1860
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage tail proteins	Phage tail length tape-measure protein	fig|6666666.707976.peg.1858, fig|6666666.707976.peg.1859
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage tail proteins 2	Phage tail length tape-measure protein	fig|6666666.707976.peg.1858, fig|6666666.707976.peg.1859
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage tail fiber proteins	Phage tail fiber assembly protein	fig|6666666.707976.peg.1869
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage DNA synthesis	Glutaredoxin	fig|6666666.707976.peg.2439
Membrane Transport	Protein secretion system, Type II	Widespread colonization island	Type IV prepilin peptidase TadV/CpaA	fig|6666666.707976.peg.2312
Membrane Transport	Protein secretion system, Type II	Widespread colonization island	Flp pilus assembly protein TadB	fig|6666666.707976.peg.436, fig|6666666.707976.peg.2304
Membrane Transport	Protein secretion system, Type II	Widespread colonization island	Flp pilus assembly protein RcpC/CpaB	fig|6666666.707976.peg.433, fig|6666666.707976.peg.2310
Membrane Transport	Protein secretion system, Type II	Widespread colonization island	Type II/IV secretion system protein TadC, associated with Flp pilus assembly	fig|6666666.707976.peg.437, fig|6666666.707976.peg.2303
Membrane Transport	Protein secretion system, Type II	Widespread colonization island	Type II/IV secretion system ATPase TadZ/CpaE, associated with Flp pilus assembly	fig|6666666.707976.peg.2306
Membrane Transport	Protein secretion system, Type II	Widespread colonization island	Von Willebrand factor type A domain protein, associated with Flp pilus assembly	fig|6666666.707976.peg.2309
Membrane Transport	Protein secretion system, Type II	Widespread colonization island	Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily	fig|6666666.707976.peg.435, fig|6666666.707976.peg.2305
Membrane Transport	Protein secretion system, Type II	Widespread colonization island	Similar to TadZ/CpaE, associated with Flp pilus assembly	fig|6666666.707976.peg.2307, fig|6666666.707976.peg.2308
Membrane Transport	Protein secretion system, Type II	Widespread colonization island	Predicted ATPase with chaperone activity, associated with Flp pilus assembly	fig|6666666.707976.peg.2311
Membrane Transport	Protein secretion system, Type II	Widespread colonization island	Type II/IV secretion system secretin RcpA/CpaC, associated with Flp pilus assembly	fig|6666666.707976.peg.2300
Membrane Transport	Protein secretion system, Type II	Widespread colonization island	Flp pilus assembly protein, pilin Flp	fig|6666666.707976.peg.2313
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate ABC transporter permease protein phnE2 (TC 3.A.1.9.1)	fig|6666666.707976.peg.710
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)	fig|6666666.707976.peg.709
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate ABC transporter permease protein phnE1 (TC 3.A.1.9.1)	fig|6666666.707976.peg.711
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)	fig|6666666.707976.peg.363, fig|6666666.707976.peg.444, fig|6666666.707976.peg.708, fig|6666666.707976.peg.751, fig|6666666.707976.peg.1296, fig|6666666.707976.peg.1345, fig|6666666.707976.peg.1899, fig|6666666.707976.peg.2082, fig|6666666.707976.peg.2259, fig|6666666.707976.peg.2733, fig|6666666.707976.peg.3072, fig|6666666.707976.peg.3354, fig|6666666.707976.peg.3830, fig|6666666.707976.peg.4087, fig|6666666.707976.peg.4263, fig|6666666.707976.peg.4292, fig|6666666.707976.peg.4724, fig|6666666.707976.peg.4755, fig|6666666.707976.peg.5124, fig|6666666.707976.peg.5208, fig|6666666.707976.peg.5653, fig|6666666.707976.peg.5743, fig|6666666.707976.peg.5898
Membrane Transport	ABC transporters	ABC transporter oligopeptide (TC 3.A.1.5.1)	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	fig|6666666.707976.peg.789, fig|6666666.707976.peg.2147
Membrane Transport	ABC transporters	ABC transporter oligopeptide (TC 3.A.1.5.1)	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	fig|6666666.707976.peg.788, fig|6666666.707976.peg.790, fig|6666666.707976.peg.2146, fig|6666666.707976.peg.2148, fig|6666666.707976.peg.3869
Membrane Transport	ABC transporters	ABC transporter oligopeptide (TC 3.A.1.5.1)	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	fig|6666666.707976.peg.2150
Membrane Transport	ABC transporters	AttEFGH ABC Transport System	AttG component of AttEFGH ABC transport system	fig|6666666.707976.peg.4352
Membrane Transport	ABC transporters	AttEFGH ABC Transport System	AttH component of AttEFGH ABC transport system	fig|6666666.707976.peg.4351
Membrane Transport	ABC transporters	AttEFGH ABC Transport System	AttF component of AttEFGH ABC transport system	fig|6666666.707976.peg.4352
Membrane Transport	ABC transporters	AttEFGH ABC Transport System	AttE component of AttEFGH ABC transport system	fig|6666666.707976.peg.4353
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	High-affinity leucine-specific transport system, periplasmic binding protein LivK (TC 3.A.1.4.1)	fig|6666666.707976.peg.1952
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)	fig|6666666.707976.peg.1421, fig|6666666.707976.peg.1951
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)	fig|6666666.707976.peg.1424, fig|6666666.707976.peg.1948
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)	fig|6666666.707976.peg.1422, fig|6666666.707976.peg.1950
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)	fig|6666666.707976.peg.1420
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)	fig|6666666.707976.peg.1423, fig|6666666.707976.peg.1949
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	fig|6666666.707976.peg.1220
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	fig|6666666.707976.peg.1223
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	fig|6666666.707976.peg.1222
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	fig|6666666.707976.peg.1221, fig|6666666.707976.peg.3868
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	fig|6666666.707976.peg.1215, fig|6666666.707976.peg.1216, fig|6666666.707976.peg.1217, fig|6666666.707976.peg.1219, fig|6666666.707976.peg.3871, fig|6666666.707976.peg.4103
Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	beta-Fimbriae	Beta-fimbriae usher protein	fig|6666666.707976.peg.5241
Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	beta-Fimbriae	Beta-fimbriae probable major subunit	fig|6666666.707976.peg.5239
Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	beta-Fimbriae	Beta-fimbriae chaperone protein	fig|6666666.707976.peg.5240
Membrane Transport	Protein translocation across cytoplasmic membrane	Bacterial signal recognition particle (SRP)	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	fig|6666666.707976.peg.374
Membrane Transport	Protein translocation across cytoplasmic membrane	Bacterial signal recognition particle (SRP)	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	fig|6666666.707976.peg.5427
Membrane Transport	Protein translocation across cytoplasmic membrane	Twin-arginine translocation system	Twin-arginine translocation protein TatC	fig|6666666.707976.peg.5874
Membrane Transport	Protein translocation across cytoplasmic membrane	Twin-arginine translocation system	Twin-arginine translocation protein TatA	fig|6666666.707976.peg.5872
Membrane Transport	Protein translocation across cytoplasmic membrane	Twin-arginine translocation system	Deoxyribonuclease TatD	fig|6666666.707976.peg.1231
Membrane Transport	Protein translocation across cytoplasmic membrane	Twin-arginine translocation system	Twin-arginine translocation protein TatB	fig|6666666.707976.peg.5296, fig|6666666.707976.peg.5873
Membrane Transport	Protein secretion system, Type V	Two partner secretion pathway (TPS)	Putative haemolysin/cytolysin secreted via TPS pathway	fig|6666666.707976.peg.3817
Membrane Transport	Protein secretion system, Type V	Two partner secretion pathway (TPS)	Channel-forming transporter/cytolysins activator of TpsB family	fig|6666666.707976.peg.3816
Membrane Transport	Protein secretion system, Type I	Type I secretion system for aggregation	Type I secretion system, outer membrane component LapE	fig|6666666.707976.peg.3572, fig|6666666.707976.peg.3912
Membrane Transport	Protein secretion system, Type I	Type I secretion system for aggregation	Type I secretion system, membrane fusion protein LapC	fig|6666666.707976.peg.3574
Membrane Transport	Protein secretion system, Type I	Type I secretion system for aggregation	Type I secretion system ATPase, LssB family LapB	fig|6666666.707976.peg.3573
Membrane Transport	Protein secretion system, Type I	Type I secretion system for aggregation	T1SS associated transglutaminase-like cysteine proteinase LapP	fig|6666666.707976.peg.1044, fig|6666666.707976.peg.4326
Membrane Transport	Protein secretion system, Type I	Type I secretion system for aggregation	T1SS secreted agglutinin RTX	fig|6666666.707976.peg.2908, fig|6666666.707976.peg.2910, fig|6666666.707976.peg.3913, fig|6666666.707976.peg.4330, fig|6666666.707976.peg.4506
Membrane Transport	Protein secretion system, Type I	Type I secretion system for aggregation	Membrane bound c-di-GMP receptor LapD	fig|6666666.707976.peg.1045, fig|6666666.707976.peg.4327
Membrane Transport	Cation transporters	Magnesium transport	Mg(2+) transport ATPase protein C	fig|6666666.707976.peg.2223
Membrane Transport	Cation transporters	Magnesium transport	Magnesium and cobalt transport protein CorA	fig|6666666.707976.peg.2333, fig|6666666.707976.peg.3201, fig|6666666.707976.peg.3233, fig|6666666.707976.peg.4563
Membrane Transport	Cation transporters	Magnesium transport	Magnesium and cobalt efflux protein CorC	fig|6666666.707976.peg.372, fig|6666666.707976.peg.2818
Membrane Transport	Cation transporters	Magnesium transport	Mg/Co/Ni transporter MgtE	fig|6666666.707976.peg.4511
Membrane Transport	Cation transporters	Magnesium transport	Mg(2+) transport ATPase, P-type (EC 3.6.3.2)	fig|6666666.707976.peg.2550
Membrane Transport	Cation transporters	Transport of Nickel and Cobalt	Predicted cobalt transporter CbtA	fig|6666666.707976.peg.818
